,gvkey,year,mtbe,own
545,9155,1993,1.722987591,0.023591869
546,7727,1993,1.354963098,0.001294722
547,3066,1993,1.415837348,0.001157738
548,4764,1993,1.461161329,0.001518212
549,3054,1993,2.569736146,0.013371076
550,6357,1993,2.407657814,0.004958579
551,4769,1993,0.862183918,0.002065299
552,6379,1993,2.712712865,0.096997842
553,11778,1993,0.947827457,0.00158427
554,7866,1993,1.754363828,0.07088092
555,9293,1993,1.942379491,0.016280139
556,4390,1993,4.325746642,0.016038826
557,2558,1993,0.915556729,1.62E-05
558,4608,1993,4.821934862,0.003860007
559,7646,1993,1.712125361,0.13554791
560,2968,1993,1.066970584,0.000456494
561,4988,1993,4.409965171,0.001196115
562,2193,1993,1.841654372,0.004935767
563,7562,1993,1.430369527,0.000643265
564,6529,1993,2.699521943,0.075539708
565,7904,1993,2.146401477,0.003122
566,6543,1993,2.105848524,0.039785501
567,2029,1993,1.488728379,0.002367914
568,1465,1993,1.19335658,0.001430841
569,6241,1993,1.337870751,0.000404744
570,4094,1993,9.442660173,0.000500178
571,1246,1993,2.511700271,0.004718485
572,6574,1993,2.854892932,0.046159446
573,10867,1993,2.630134621,0.00084324
574,6475,1993,2.636092317,0.000614132
575,6617,1993,2.79628866,2.19E-06
576,6742,1993,1.089369439,0.001103734
577,4809,1993,2.220327034,0.010187431
578,3813,1993,1.718220223,0.001550852
579,3736,1993,1.502629079,0.12623695
580,2269,1993,6.373063747,0.00329778
581,2605,1993,2.199655311,0.011917836
582,13051,1993,1.948110539,0.002738399
583,9837,1993,2.149392692,0.002441574
584,2019,1993,1.412251191,0.002088841
585,3735,1993,2.982456774,0.02729444
586,1865,1993,1.721344569,0.004465405
587,6743,1993,3.314945227,0.001455788
588,8692,1993,1.496201738,0.000818045
589,4779,1993,2.082456837,0.30356586
590,6768,1993,1.823499731,0.029762618
591,11359,1993,1.964310902,0.002624654
592,6062,1993,1.769382043,0.081270024
593,6803,1993,2.309220276,0.021015149
594,6815,1993,4.676536883,0.028931059
595,11247,1993,1.902318364,0.001548583
596,2490,1993,3.248463021,0.003173319
597,6639,1993,3.24304642,0.002125496
598,6864,1993,3.243474109,0.000693361
599,10565,1993,1.856410952,0.003896806
600,6730,1993,3.804480936,8.88E-05
601,6944,1993,2.402967453,0.004721169
602,5476,1993,3.589292714,0.015271534
603,1013,1993,4.586969246,0.005364231
604,10815,1993,1.187388968,0.000647767
605,7203,1993,3.420746205,0.051392432
606,4601,1993,2.656150646,0.000178621
607,10453,1993,2.357284912,0.034071874
608,7772,1993,2.152193578,0.003791407
609,2633,1993,1.390637196,0.00150082
610,8210,1993,1.005459133,0.00580971
611,10909,1993,1.309811366,0.003457197
612,9611,1993,2.518390063,0.007543514
613,5918,1993,2.033376088,0.002782943
614,7067,1993,1.908569525,0.004877696
615,1213,1993,2.134443298,0.005625438
616,2014,1993,1.012562244,0.001809066
617,11271,1993,1.445680858,6.79E-05
618,10247,1993,4.075309572,0.003561889
619,7146,1993,4.034151741,0.002176717
620,4742,1993,1.538362753,0.003662989
621,6216,1993,3.31191131,0.009412583
622,7750,1993,2.060285133,0.000115004
623,10195,1993,7.26587333,0.22582011
624,4423,1993,8.061600257,0.004701999
625,4700,1993,1.449556141,0.000796486
626,7213,1993,2.554059724,0.003279588
627,5256,1993,3.09414166,0.1165861
628,5639,1993,4.635371219,0.054259557
629,8948,1993,1.096893797,0.000583839
630,7251,1993,3.34836187,0.006781724
631,7252,1993,1.470839932,0.002230997
632,7253,1993,1.343255456,0.003809537
633,7267,1993,1.561742719,0.002585708
634,7261,1993,1.397893783,0.001484868
635,5518,1993,2.492841802,0.090358675
636,6136,1993,4.246752303,0.007151472
637,6102,1993,1.27440111,0.004435431
638,4523,1993,1.068353555,0.068904378
639,4743,1993,1.712177426,0.001121199
640,11300,1993,2.744008289,0.21375398
641,6272,1993,1.627322707,0.44325885
642,7316,1993,2.904178465,0.11559314
643,3276,1993,1.300464269,0.000603434
644,5216,1993,1.20702274,0.073704503
645,3612,1993,1.90879013,0.097860254
646,6802,1993,1.384906537,0.10065512
647,7343,1993,3.346761539,0.000933353
648,8046,1993,4.873844814,0.13181587
649,2439,1993,2.604415494,0.0001543
650,2845,1993,1.462069605,0.005612556
651,4689,1993,1.066730445,0.002936157
652,4560,1993,3.377239144,0.19377503
653,9061,1993,1.124643338,0.000772328
654,7401,1993,2.03308867,0.0034048
655,8823,1993,1.794991228,0.000421962
656,7409,1993,2.428949982,0.001747463
657,4230,1993,1.701644299,0.013148778
658,9643,1993,3.737523282,0.067264616
659,8299,1993,1.160321728,0.016876787
660,7486,1993,3.03012175,0.007890008
661,9284,1993,1.731045855,0.023866415
662,10735,1993,2.644347064,0.022463394
663,7567,1993,1.952006551,0.004905101
664,7553,1993,1.586827216,0.000430991
665,9861,1993,2.699018547,7.16E-05
666,9556,1993,1.687296456,0.002400488
667,7566,1993,3.592596863,0.002612733
668,8807,1993,0.846196991,0.000237645
669,2448,1993,1.332208339,0.000154039
670,11259,1993,5.665448013,0.001208004
671,7691,1993,0.968542988,0.014720407
672,6821,1993,2.892303837,0.011445558
673,7711,1993,1.516637511,0.000906808
674,1194,1993,0.777817566,0.008020653
675,23769,1993,1.144531228,0.005660801
676,7723,1993,1.931908608,0.010977942
677,7650,1993,1.471794841,0.001897308
678,5878,1993,3.505965429,0.003666409
679,7799,1993,4.714870017,0.004974957
680,5179,1993,1.856044121,0.001300703
681,7821,1993,1.13093101,0
682,3463,1993,0.878765482,0.006383956
683,7835,1993,2.584357967,0.00207253
684,11306,1993,3.065565578,0.005795828
685,6376,1993,1.647415672,0.009879586
686,1988,1993,1.623718101,0.000777807
687,3760,1993,0.958654996,0.000525534
688,7906,1993,2.480715977,0.34204599
689,7921,1993,5.100893562,0.012584093
690,7922,1993,2.462113289,0.000653127
691,1449,1993,2.159396364,0.009313362
692,11396,1993,1.168883795,0.008792175
693,7982,1993,2.15110026,0.003065313
694,4719,1993,1.196135569,0.033133548
695,10097,1993,1.349364179,0.001901078
696,10672,1993,1.493495756,0.003718844
697,1990,1993,1.096297397,0.01570742
698,7980,1993,2.573934224,1.53E-05
699,8357,1993,1.919541697,0.006630215
700,9882,1993,5.062058179,0.011172283
701,1981,1993,2.669947801,0.004224251
702,11554,1993,1.716535999,0.000216301
703,2024,1993,1.171773315,0.000186871
704,4062,1993,2.389607658,0.000174079
705,4990,1993,5.447764265,0.23208568
706,6461,1993,2.847052406,0.030088505
707,6618,1993,5.512815911,0.20323774
708,1447,1993,1.772347299,0.000463144
709,1663,1993,3.082644254,0.00463595
710,3024,1993,1.627771304,0.000652321
711,3505,1993,0.982287115,0
712,5465,1993,2.233433321,0.005003094
713,6008,1993,3.455466667,0.002642795
714,6776,1993,3.625987151,0.001141546
715,7238,1993,1.236432929,0.004267979
716,7647,1993,1.333836917,0.00097147
717,9168,1993,2.25577782,0.002025883
718,9351,1993,1.247574693,0.000541448
719,9380,1993,1.266779776,0.000971459
720,11649,1993,1.436906546,0.066170357
721,11012,1993,2.929720126,0.007304237
722,2527,1993,1.767184849,0.00189928
723,6998,1993,3.027066961,0.023035372
724,1392,1993,0.869985801,0.001318467
725,7228,1993,4.152102959,0.001077656
726,9778,1993,2.297827982,0.000391633
727,5211,1993,2.374934266,0.093677163
728,8245,1993,1.574108464,0.000713977
729,8253,1993,1.868691874,0.067502722
730,6427,1993,3.554687731,0.006617438
731,2884,1993,2.573174022,0.00122216
732,4598,1993,2.220827348,0.090032943
733,8186,1993,1.162134223,0.010135554
734,8240,1993,1.228611335,0.004476272
735,8431,1993,0.891867996,4.57E-07
736,8655,1993,16.07163565,0.00494874
737,1632,1993,2.53376769,0.038849451
738,6649,1993,3.909813809,0.031238841
739,7875,1993,3.248984573,0.002179254
740,9555,1993,-4.931483269,0.026444534
741,10639,1993,3.356609414,0.004196572
742,1161,1993,1.213457562,0.003864091
743,2051,1993,1.520369047,0.00104352
744,4036,1993,2.910338174,0.027391857
745,6829,1993,5.162806509,0.01250683
746,3230,1993,1.027209703,0.23982325
747,6226,1993,1.037822483,0.006707352
748,8402,1993,8.819847385,0.13636306
749,10621,1993,2.289286436,0.036579896
750,15247,1993,1.084644579,0.00759314
751,3221,1993,1.43974126,0.13260569
752,3863,1993,3.734670808,0.000697627
753,7912,1993,3.185368484,4.48E-05
754,11236,1993,1.912195311,0.00461998
755,2259,1993,1.931372666,0.000559776
756,8463,1993,1.776241979,0.002812143
757,11748,1993,2.042418156,0.013422268
758,10530,1993,2.344250775,0.04178312
759,2574,1993,2.681354756,0.002452695
760,3586,1993,0.854231331,0.003537052
761,5080,1993,1.879545684,0.000729147
762,5803,1993,1.669535938,0.001119747
763,10614,1993,2.316161285,0.013248716
764,7554,1993,1.449769441,2.19E-05
765,9549,1993,2.082073791,0.021826845
766,4371,1993,4.401664822,0.005584777
767,4401,1993,1.479150286,0.004069035
768,4895,1993,-4.931483269,0.011065584
769,8570,1993,1.715061201,0.015755454
770,11113,1993,1.309394003,0.010928247
771,8596,1993,3.548688031,0.004136703
772,8599,1993,2.19506278,0.048650622
773,6019,1993,1.275595442,0.005644319
774,8627,1993,1.688954533,0.003122763
775,8658,1993,1.471254078,0.014560282
776,2870,1993,1.396730252,0.000744594
777,3821,1993,2.06612799,0.009416504
778,9904,1993,2.505348724,0.005993414
779,10411,1993,2.145185251,0.000102757
780,8717,1993,1.977053411,0.00601851
781,1253,1993,3.096933187,0.001474322
782,5330,1993,1.442320559,0.00099469
783,6831,1993,2.934091309,0.005163468
784,8128,1993,3.905373045,0.016191805
785,2547,1993,0.687291445,0.001061848
786,6733,1993,2.601477066,0.20959188
787,7923,1993,2.113077564,0.000159536
788,8960,1993,2.398916467,0.000615031
789,13341,1993,3.208846154,0.14082612
790,1675,1993,1.713030438,0.026442138
791,9224,1993,1.701541773,0.061641589
792,8794,1993,1.122075939,0
793,2859,1993,1.571256967,0.001343267
794,7152,1993,1.981671651,0.002628546
795,8829,1993,2.300765003,0.010647427
796,1359,1993,7.517992872,0.003752165
797,8850,1993,1.61815655,0.003171578
798,4029,1993,1.719737723,0.000349738
799,8867,1993,1.775930528,0.009372584
800,8877,1993,1.546131403,0.16955489
801,9357,1993,2.584665145,0.009009443
802,1543,1993,1.615801667,0.000598223
803,1998,1993,1.996001151,0.001249284
804,8902,1993,3.248317837,0.023602869
805,13046,1993,0.894339834,0.12156664
806,7636,1993,2.438514316,0.23229986
807,1943,1993,2.036464346,0.058026772
808,2150,1993,3.095019055,0.025036478
809,3063,1993,5.689654433,0.072613068
810,4205,1993,2.812561201,0.000978749
811,10726,1993,3.86826994,0.002175345
812,1034,1993,1.632074706,0.000633473
813,1485,1993,2.674127871,0.000447769
814,2136,1993,3.14159574,0.000271113
815,2146,1993,2.13225282,8.64E-05
816,8044,1993,1.978166553,0.000170621
817,8286,1993,2.947720363,5.37E-05
818,9289,1993,1.458128007,0.54752386
819,9408,1993,3.256204959,0.001722478
820,9899,1993,3.273888889,0.000353081
821,10426,1993,1.643858518,0.006377951
822,2337,1993,1.144178471,0.001282801
823,4682,1993,1.69990475,0.003235435
824,5680,1993,6.227637966,0.032969072
825,10326,1993,14.73127798,0.000244434
826,5774,1993,1.208303769,0.061847486
827,9112,1993,2.901032469,0.006386087
828,1487,1993,1.83076016,0.021575734
829,3103,1993,2.956624502,0.28392768
830,7045,1993,2.281078098,0.10265612
831,3087,1993,3.734033929,0.096938595
832,9441,1993,3.754191635,0.098910302
833,9689,1993,4.404916146,0.25245592
834,11966,1993,1.822729871,0.006839484
835,9298,1993,2.01392089,0.011494032
836,11833,1993,2.455341603,0.00083318
837,10187,1993,1.526785781,0.00833194
838,17115,1993,1.299434337,0.000600669
839,11818,1993,1.78498294,0.015262992
840,3282,1993,2.347852323,0.008852605
841,6121,1993,0.667747932,0.008340325
842,7276,1993,2.333244522,0.057515983
843,12174,1993,1.019976089,0.015415299
844,9372,1993,2.539997646,0.000456751
845,9433,1993,2.189711577,0.020461315
846,12124,1993,1.573052821,0.033248365
847,1239,1993,2.14737525,0.054824512
848,9472,1993,2.984590022,0.000838073
849,9477,1993,2.696415561,0.010045529
850,11808,1993,1.732832597,0.13420054
851,12122,1993,1.061790655,0.14106087
852,12672,1993,7.085592891,0
853,9545,1993,1.035130295,0.014873034
854,9602,1993,3.083245365,0.005339442
855,12389,1993,5.160084885,0.011986709
856,9612,1993,3.554722435,0.081033014
857,9635,1993,2.855518375,0.044740167
858,11923,1993,3.080496687,0.003546966
859,12756,1993,1.600296101,0.078170829
860,3243,1993,1.491585327,0.01155916
861,9699,1993,4.044118145,0.002595368
862,4213,1993,3.79377276,0.005791829
863,9783,1993,1.697392517,0.000110621
864,13028,1993,3.153758776,0.009232033
865,10013,1993,2.582514959,0.005556678
866,12726,1993,1.89708589,0.001709277
867,9815,1993,3.123796812,0.011778989
868,2055,1993,6.826487604,0.000747252
869,9849,1993,1.465996711,7.11E-05
870,9880,1993,1.43436753,0.016911261
871,3426,1993,1.934415894,0.000919422
872,13114,1993,3.591902616,0.18830781
873,13099,1993,1.744834288,0.007421291
874,13264,1993,-4.605256573,0.006318018
875,9999,1993,1.711132416,0.011298936
876,10005,1993,1.648121934,0.002764265
877,10033,1993,2.835891505,0.12802076
878,10035,1993,2.57497009,2.13E-05
879,10150,1993,0.54572973,0.18883857
880,10085,1993,4.362115163,0.001056006
881,10107,1993,1.730605159,0.014393353
882,10115,1993,4.739936173,0.047502566
883,10232,1993,1.68111536,0.056627665
884,10270,1993,7.99132687,0.22893269
885,10329,1993,1.878103349,0.008361752
886,10386,1993,1.473494831,0.000499886
887,13708,1993,4.203877701,0.085149288
888,1976,1993,2.054133513,0.001739097
889,10393,1993,6.441889323,0.000809926
890,13587,1993,1.328212526,0.003287876
891,13531,1993,2.115865066,0.007516576
892,13646,1993,2.4225332,0.01376913
893,13554,1993,4.511570702,9.10E-06
894,14124,1993,2.634490324,0.000113022
895,13498,1993,4.175047213,0.39904264
896,13693,1993,1.699536014,0.27507871
897,13561,1993,1.646908306,0.000261203
898,8626,1993,3.912012715,2.52E-05
899,13988,1993,4.938307514,0.23951569
900,12895,1993,-4.931483269,0.0285074
901,5848,1993,2.005241141,0.00126555
902,14446,1993,5.010947217,0.17125486
903,12631,1993,4.937558169,0.000250088
904,14505,1993,1.260458914,0.003902727
905,14359,1993,1.981305732,0.012582736
906,14363,1993,1.505537,0.00083254
907,7319,1993,2.155319717,0.004961859
908,14384,1993,1.766149425,0.004086469
909,14412,1993,4.383919397,3.60E-06
910,15084,1993,2.107053265,0.004506656
911,15106,1993,2.767309437,0.00300753
912,14885,1993,2.85702734,0.082381561
913,15092,1993,1.283527995,0.050266806
914,15110,1993,-4.931483269,0.00068225
915,12570,1993,1.871008425,0.073403083
916,15521,1993,3.636858747,0.040438157
917,12300,1993,1.904504639,0.127051
918,12540,1993,3.741374045,0.020631729
919,13712,1993,2.373104932,0.019357175
920,14624,1993,5.708361577,0.008601501
921,14324,1993,5.491926803,0.026224053
922,12581,1993,2.811266707,0.050100014
923,16401,1993,2.767193354,0.004967612
924,15855,1993,6.038283678,0.005034559
925,15458,1993,2.129244461,0.14348735
926,15360,1993,1.140918258,0.007858441
927,15354,1993,8.421577436,0.16319406
928,15761,1993,2.022718377,0.006586143
929,15708,1993,2.813635326,0.001505382
930,15426,1993,3.14605899,0.001925328
931,16188,1993,4.551896987,0.23618467
932,15208,1993,2.045486824,0.000424554
933,9069,1993,1.637312542,0.013034373
934,15763,1993,2.321396437,0.027975036
935,16478,1993,3.340446032,0.005624622
936,16710,1993,3.744174631,0.003346816
937,16729,1993,2.354113445,0.005964959
938,14854,1993,2.099169103,0.007799548
939,20021,1993,0.713290877,0.021998683
940,14268,1993,3.151223311,0.10217007
941,18699,1993,15.03651957,0.034506969
942,16475,1993,2.022982271,0.000947571
943,20783,1993,6.330066656,0.00221822
944,20423,1993,8.727575708,0.015034061
945,20218,1993,1.438152578,0.03396536
946,9406,1993,2.566903585,0.001684824
947,10553,1993,5.445019875,0.003211892
948,21429,1993,1.77819494,0.004530393
949,21503,1993,1.074471766,2.20E-06
950,21487,1993,1.371918682,0
951,21078,1993,2.301183796,0.013051246
952,21491,1993,2.747550218,0.042534914
953,22255,1993,1.389093564,0.076299146
954,21250,1993,2.350848895,0.01894445
955,21508,1993,6.673126545,0.039550405
956,21659,1993,1.999543661,0.014088137
957,22260,1993,3.213029566,0.018304581
958,22262,1993,0.752166511,0.052943494
959,22205,1993,2.216851174,0.018879917
960,22325,1993,6.616226472,0.029858835
961,23006,1993,1.55329392,0.000261305
962,23084,1993,2.780869114,0.042995363
963,13714,1993,6.430469963,0.003366067
964,7506,1993,2.604827487,0.20859401
965,22794,1993,1.824397351,0.013080649
966,22838,1993,1.18605678,0.16143535
967,23047,1993,0.885223041,0.11328122
968,22974,1993,2.547374505,0.2473273
969,20194,1993,1.054127461,0.016972803
970,23221,1993,0.988529923,0.000507862
971,16573,1993,1.343437835,0.003073329
972,23218,1993,1.502581103,0.007212876
973,23592,1993,4.295919681,0.12152292
974,23700,1993,3.296829327,0.03164183
975,15343,1993,1.531630154,0
976,23714,1993,2.750960488,0.031150246
977,23809,1993,9.742637344,0.10000147
978,23942,1993,1.501766881,0.013979321
979,23798,1993,4.798781783,0.002398679
980,23810,1993,3.952701476,0.01374126
981,23897,1993,3.108882825,0.19697504
982,23945,1993,3.101142936,0.062652498
983,23946,1993,1.833806452,0.12530346
984,14890,1993,3.627928295,0.00892628
985,23978,1993,5.199537179,0.001333795
986,23988,1993,4.263513176,0.045247927
987,24008,1993,3.031063164,0.021428064
988,24014,1993,1.038314651,0.038199771
989,15455,1993,4.187031648,0.009812107
990,21828,1993,1.768560695,0.013224464
991,24091,1993,1.816080421,0.002932332
992,24197,1993,5.927085949,0.045796167
993,24216,1993,5.452943649,0.16761529
994,24245,1993,3.583922862,0.2525751
995,24291,1993,3.709236,0.072363064
996,24344,1993,4.663852989,0.040287007
997,24357,1993,13.01776539,0.036954749
998,21232,1993,7.972264502,0.013725657
999,10501,1993,3.829307041,0.006365761
1000,24530,1993,2.12331813,0.17070071
1001,24531,1993,2.656712899,0.020097479
1002,24548,1993,3.637389551,0.09597452
1003,9777,1993,2.732143924,0.067744799
1004,13990,1993,3.849389669,0.14147323
1005,13135,1993,2.876592292,0.00612681
1006,24655,1993,3.690895412,0.050127126
1007,13204,1993,3.129281871,0.011778758
1008,24782,1993,6.94425212,0.14675756
1009,24870,1993,4.071489973,0.026697263
1010,24920,1993,0.9804365,0.009874219
1011,24931,1993,1.787090613,0.014075559
1012,24978,1993,7.736781269,0.075700954
1013,24883,1993,1.695819298,0.012496852
1014,25080,1993,3.929227863,0.015264906
1015,25096,1993,3.35710233,0.10892005
1016,13092,1993,2.748037835,0.032585181
1017,12689,1993,1.577330489,0.004838152
1018,4242,1993,1.875638119,0.002116048
1019,25154,1993,3.432439623,0.051616367
1020,25180,1993,1.445558959,0.02444049
1021,25196,1993,1.096945443,0.024065735
1022,25157,1993,4.706790227,3.63E-08
1023,25207,1993,5.282340152,0.018107742
1024,25283,1993,6.754572822,0.089407891
1025,25338,1993,11.91308454,0.19665492
1026,25356,1993,9.027173203,0.013158417
1027,21504,1993,2.727800063,0.011652834
1028,12126,1993,3.009057483,0.004329322
1029,10793,1993,2.313313524,0.014043028
1030,25124,1993,3.520049213,0.001305987
1031,25571,1993,2.326378517,0.16555735
1032,25573,1993,1.711085496,5.97E-07
1033,8750,1993,1.23047723,0.003292266
1034,25737,1993,7.410074967,0.22092065
1035,25777,1993,5.619343223,0.005401259
1036,25806,1993,2.595588527,0.044980694
1037,25870,1993,1.909406568,0.018399592
1038,25863,1993,5.09142511,0.36906603
1039,25879,1993,1.370640864,0.059331708
1040,10839,1993,4.294703947,0.006030039
1041,26011,1993,6.55259859,0.36884102
1042,25987,1993,1.186480034,0.064025886
1043,27782,1993,3.305808954,0.015849328
1044,27775,1993,7.720609002,0.030659955
1045,27867,1993,1.698836674,0.001022657
1046,27981,1993,12.32035844,0.08918599
1047,10931,1993,1.490772961,0.000119129
1048,27930,1993,4.795908754,0.091486096
1049,10948,1993,8.07410452,0.014570905
1050,28194,1993,2.830275,0.002185923
1051,28253,1993,4.418464137,0.041148756
1052,10972,1993,2.851554404,0.035761606
1053,10978,1993,2.144381023,0.003165402
1054,28349,1993,1.288872617,4.47E-05
1055,10992,1993,1.478603772,0.001645938
1056,28556,1993,6.886712931,0.18291469
1057,28596,1993,4.423433668,0.068691328
1058,28930,1993,5.2375,0.036006805
1059,29120,1993,0.869052219,4.40E-05
1060,29318,1993,3.670912864,2.05E-05
1061,11234,1993,8.184213118,0.003164124
1062,11295,1993,1.353481858,0.002622152
1063,11429,1993,1.231844414,0.38520199
1064,11502,1993,2.160359179,0.057587612
1065,11513,1993,2.414329095,0.00378748
1066,11600,1993,3.549522915,0.010130388
1067,1055,1993,1.473427806,0.10266013
1068,1533,1993,0.893610701,0.050717592
1069,1878,1993,4.138201085,0.000180825
1070,11985,1993,3.13804198,0.000714364
1071,11815,1993,6.812327993,0.06165937
1072,16227,1993,1.196027315,0.01087724
1073,11993,1993,1.070774848,0.002595865
1074,6044,1993,3.009201398,0.18844438
1075,6152,1993,3.163973429,0.038274221
1076,11852,1993,1.69528035,0.001621341
1077,6450,1993,3.512894719,0.059016105
1078,7123,1993,3.140338292,0.003506663
1079,11910,1993,6.00345037,0.10024158
1080,8193,1993,1.653664577,0.007658577
1081,9004,1993,2.9656031,0.073998563
1082,10903,1993,6.097036748,0.017179811
